id_annonce,type_surface,disponibilite,ville,quartier,departement,region,typologie,residence,surface_m2,salles_de_bain,balcons,dpe,prix_eur,prix_m2_eur
V10993,Surface Carrez,Libre immediatement,Vincennes,Centre-Ville,94,Ile-de-France,T2,,40.5,1.0,1.0,D,278000.0,6864.0
V02254,Surface habitable,Libre immediatement,Paris,Gobelins,75,Ile-de-France,T3,,87.3,2.0,0.0,D,704000.0,8064.0
V00865,Surface Carrez,Libre immediatement,Paris,Le Marais,75,Ile-de-France,T2,Les Allees du Parc,58.9,1.0,1.0,D,835000.0,14177.0
V09652,Surface Carrez,Libre immediatement,Argenteuil,Val d'Argent,95,Ile-de-France,T4,,89.7,2.0,3.0,D,248000.0,2765.0
V14976,Surface Carrez,Libre immediatement,Vincennes,Domaine du Bois,94,Ile-de-France,T2,Residence des Acacias,38.1,1.0,1.0,F,256000.0,6719.0
V09519,Surface habitable,Libre immediatement,Paris,Saint-Germain-des-Pres,75,Ile-de-France,T2,Le Hameau Belvedere,34.6,1.0,1.0,F,451000.0,13035.0
V03945,Surface Carrez,Libre immediatement,Paris,Bercy,75,Ile-de-France,T2,,51.7,1.0,2.0,C,399000.0,7718.0
V07110,Surface Carrez,Libre immediatement,Montrouge,Ferry-Jaures,92,Ile-de-France,T6,,133.6,3.0,1.0,D,976000.0,7305.0
V02340,Surface Carrez,Libre immediatement,Massy,Vilmorin,91,Ile-de-France,T4,Carre Verte,74.5,3.0,0.0,C,251000.0,3369.0
V03952,Surface Carrez,Libre immediatement,Issy-les-Moulineaux,Fort d'Issy,92,Ile-de-France,T4,,95.8,3.0,1.0,C,651000.0,6795.0
V09016,Surface Carrez,Libre immediatement,Montreuil,Ruffins,93,Ile-de-France,T5,,107.1,2.0,0.0,C,408000.0,3810.0
V01106,Surface Carrez,Libre immediatement,Neuilly-sur-Seine,Bagatelle,92,Ile-de-France,T4,Les Allees Cristal,116.4,3.0,3.0,B,1423000.0,12225.0
V00910,Surface Carrez,avr-2028,Paris,La Muette,75,Ile-de-France,T3,Le Parc Voltaire,49.3,2.0,2.0,A,715000.0,14503.0
V00492,Surface habitable,avr-2029,Paris,Saint-Germain-des-Pres,75,Ile-de-France,T2,Villa Opale,36.5,1.0,0.0,A,718000.0,19671.0
V13451,Surface Carrez,Libre immediatement,Paris,Champ-de-Mars,75,Ile-de-France,T2,,45.9,1.0,0.0,,482000.0,10501.0
V14713,Surface Carrez,Libre immediatement,Paris,Saint-Germain-des-Pres,75,Ile-de-France,T5,Carre Montaigne,115.5,3.0,,D,1507000.0,13048.0
V09326,Surface Carrez,mars-2026,Trappes,Village,78,Ile-de-France,T1,Le Clos Saint-Martin,22,1.0,1.0,B,66000.0,3000.0
V02848,Surface utile,Libre immediatement,Paris,Belleville,75,Ile-de-France,T1,,28.6,1.0,0.0,C,187000.0,6538.0
V09000,Surface Carrez,mars-2029,Argenteuil,Centre-Ville,95,Ile-de-France,T4,Les Jardins Verte,86.5,3.0,,B,345000.0,3988.0
V12302,Surface Carrez,mai-2027,Issy-les-Moulineaux,Les Epinettes,92,Ile-de-France,T4,Esprit Opale,92.4,1.0,0.0,A,891000.0,9643.0
V14801,Surface utile,dec-2027,Paris,Bercy,75,Ile-de-France,T4,Le Domaine Montaigne,91.2,3.0,3.0,B,1070000.0,11732.0
V07027,Surface habitable,Libre immediatement,Vitry-sur-Seine,Ardoines,94,Ile-de-France,Maison 6 pieces,Le Hameau Bellevue,129.6,4.0,0.0,B,400000.0,3086.0
V02034,Surface Carrez,Libre immediatement,Saint-Denis,Franc-Moisin,93,Ile-de-France,T4,,91.3,3.0,1.0,B,234000.0,2563.0
V03507,Surface Carrez,Libre immediatement,Paris,Porte de Clignancourt,75,Ile-de-France,T5,,152,3.0,1.0,B,1126000.0,7408.0
V06367,Surface Carrez,aout-2027,Issy-les-Moulineaux,Fort d'Issy,92,Ile-de-France,T5,Le Hameau des Lilas,128.9,2.0,0.0,B,1237000.0,9597.0
V11283,Surface habitable,Libre immediatement,Boulogne-Billancourt,Centre-Ville,92,Ile-de-France,T2,Le Hameau Belvedere,43.3,1.0,1.0,E,235000.0,5427.0
V05324,Surface Carrez,Libre immediatement,Melun,Almont,77,Ile-de-France,T5,,100.6,3.0,1.0,F,172000.0,1710.0
V13346,Surface Carrez,Libre immediatement,Paris,Gobelins,75,Ile-de-France,T2,Le Parc Verte,37.4,1.0,1.0,A,277000.0,7406.0
V05521,Surface Carrez,Libre immediatement,Paris,Montmartre,75,Ile-de-France,T4,Esprit Horizon,68,3.0,2.0,C,617000.0,9074.0
V13366,Surface utile,juin-2028,Paris,Champ-de-Mars,75,Ile-de-France,T4,Le Parc du Parc,85.6,3.0,2.0,B,1448000.0,16916.0
V01845,Surface Carrez,Libre immediatement,Paris,Le Marais,75,Ile-de-France,T4,Carre Latitude,74.6,2.0,1.0,D,885000.0,11863.0
V00210,Surface Carrez,Libre immediatement,Paris,Buttes-Chaumont,75,Ile-de-France,T4,Le Clos des Acacias,85.4,2.0,0.0,D,628000.0,7354.0
V08218,Surface Carrez,Libre immediatement,Aubervilliers,Centre,93,Ile-de-France,T1,,21.9,1.0,1.0,B,78000.0,3562.0
V08460,Surface Carrez,Libre immediatement,Antony,Croix de Berny,92,Ile-de-France,T4,,87.2,2.0,2.0,E,446000.0,5115.0
V06300,Surface Carrez,Libre immediatement,Argenteuil,Centre-Ville,95,Ile-de-France,T2,,53.4,1.0,0.0,C,190000.0,3558.0
V02534,Surface Carrez,Libre immediatement,Massy,Atlantis,91,Ile-de-France,T4,Les Terrasses Voltaire,90.3,3.0,1.0,E,325000.0,3599.0
V10947,Surface Carrez,Libre immediatement,Ivry-sur-Seine,Monmousseau,94,Ile-de-France,T1,,21.1,1.0,1.0,C,103000.0,4882.0
V08986,Surface utile,Libre immediatement,Paris,Gobelins,75,Ile-de-France,T4,,83.7,1.0,0.0,B,822000.0,9821.0
V11136,Surface Carrez,Libre immediatement,Cergy,Cergy-Prefecture,95,Ile-de-France,T3,Carre Latitude,54.2,2.0,2.0,G,108000.0,1993.0
V02389,Surface Carrez,dec-2027,Paris,Belleville,75,Ile-de-France,T3,Residence du Lac,77.6,1.0,2.0,B,619000.0,7977.0
V10928,Surface habitable,Libre immediatement,Paris,Saint-Germain-des-Pres,75,Ile-de-France,T2,,45.7,1.0,,B,775000.0,16958.0
V01340,Surface habitable,Libre immediatement,Paris,Belleville,75,Ile-de-France,T1,,27.4,1.0,1.0,E,225000.0,8212.0
V09423,Surface Carrez,Libre immediatement,Paris,Saint-Germain-des-Pres,75,Ile-de-France,T2,,37,1.0,1.0,C,505000.0,13649.0
V11051,Surface habitable,Libre immediatement,Nanterre,Petit-Nanterre,92,Ile-de-France,T1,Cour Concorde,30.9,1.0,1.0,E,107000.0,3463.0
V10758,Surface Carrez,fevr-2028,Paris,Montmartre,75,Ile-de-France,T4,Le Parc Montaigne,72.5,3.0,,A,668000.0,9214.0
V08895,Surface Carrez,Libre immediatement,Paris,Le Marais,75,Ile-de-France,T3,,75.6,1.0,0.0,D,1040000.0,13757.0
V12153,Surface Carrez,Libre immediatement,Paris,Porte de Clignancourt,75,Ile-de-France,T3,Cour Voltaire,54.8,1.0,1.0,G,244000.0,4453.0
V06568,Surface habitable,Libre immediatement,Aubervilliers,Centre,93,Ile-de-France,T3,,70.2,1.0,0.0,E,272000.0,3875.0
V03293,Surface au sol,Libre immediatement,Melun,Centre-Ville,77,Ile-de-France,Maison 4 pieces,Residence Beausejour,105.1,3.0,0.0,B,242000.0,2303.0
V01609,Surface Carrez,dec-2028,Nanterre,Parc Sud,92,Ile-de-France,T2,Villa Montaigne,50.2,1.0,0.0,B,329000.0,6554.0
V05704,Surface Carrez,sept-2026,Versailles,Saint-Louis,78,Ile-de-France,T4,Le Hameau Montaigne,74.2,1.0,2.0,B,510000.0,6873.0
V09776,Surface habitable,Libre immediatement,Paris,Bercy,75,Ile-de-France,T3,Les Jardins des Acacias,53.2,1.0,0.0,F,343000.0,6447.0
V14910,Surface Carrez,mai-2029,Paris,Porte de Clignancourt,75,Ile-de-France,T1,Le Clos Cristal,33.4,1.0,1.0,B,244000.0,7305.0
V02594,Surface Carrez,Libre immediatement,Ivry-sur-Seine,Monmousseau,94,Ile-de-France,T3,,63,2.0,0.0,G,202000.0,3206.0
V06675,Surface Carrez,Libre immediatement,Vincennes,Bois de Vincennes,94,Ile-de-France,T4,,129.4,2.0,0.0,C,1022000.0,7898.0
V03060,Surface utile,Libre immediatement,Ivry-sur-Seine,Monmousseau,94,Ile-de-France,T3,Les Allees Montaigne,71.5,2.0,2.0,,294000.0,4112.0
V02767,Surface habitable,Libre immediatement,Noisy-le-Grand,Centre-ville,93,Ile-de-France,Maison 4 pieces,Le Domaine des Lilas,114,3.0,1.0,D,401000.0,3518.0
V11381,Surface Carrez,juin-2026,Argenteuil,Centre-Ville,95,Ile-de-France,T4,Les Jardins d'Argent,77.5,3.0,1.0,A,292000.0,3768.0
V08197,Surface Carrez,Libre immediatement,Meaux,Beauval,77,Ile-de-France,T3,Les Allees Horizon,57.6,1.0,1.0,C,101000.0,1753.0
V12752,Surface Carrez,Libre immediatement,Saint-Denis,Basilique,93,Ile-de-France,T3,Residence Montaigne,52.2,1.0,2.0,C,151000.0,2893.0
V08647,Surface Carrez,Libre immediatement,Saint-Denis,Pleyel,93,Ile-de-France,T4,,101,2.0,3.0,D,392000.0,3881.0
V13516,Surface Carrez,Libre immediatement,Boulogne-Billancourt,Rives de Seine,92,Ile-de-France,T4,,86.9,3.0,1.0,D,818000.0,9413.0
V13430,Surface Carrez,Libre immediatement,Meaux,Beauval,77,Ile-de-France,T3,,61.6,2.0,0.0,,130000.0,2110.0
V10524,Surface Carrez,Libre immediatement,Antony,Pajeaud,92,Ile-de-France,T4,Les Jardins des Lilas,88.8,2.0,0.0,D,410000.0,4617.0
V00996,Surface Carrez,Libre immediatement,Evry-Courcouronnes,Bois Sauvage,91,Ile-de-France,T2,Le Parc des Chenes,47.2,1.0,1.0,A,115000.0,2436.0
V00414,Surface Carrez,Libre immediatement,Boulogne-Billancourt,Parchamp,92,Ile-de-France,T1,,29.4,1.0,0.0,C,321000.0,10918.0
V11933,Surface Carrez,Libre immediatement,Paris,Gobelins,75,Ile-de-France,T2,Les Jardins Latitude,35.6,1.0,1.0,D,386000.0,10843.0
V06316,Surface Carrez,Libre immediatement,Cergy,Cergy-le-Haut,95,Ile-de-France,T6,Les Allees Beausejour,116.6,3.0,0.0,D,357000.0,3062.0
V08803,Surface Carrez,Libre immediatement,Trappes,Sand-Pergaud-Verlaine,78,Ile-de-France,T3,Les Allees Bellevue,59.4,1.0,0.0,C,164000.0,2761.0
V01072,Surface utile,Libre immediatement,Paris,Belleville,75,Ile-de-France,T3,Cour Opale,53.8,2.0,,D,394000.0,7323.0
V05301,Surface utile,Libre immediatement,Issy-les-Moulineaux,Val de Seine,92,Ile-de-France,T4,Cour Opale,98.7,3.0,3.0,C,819000.0,8298.0
V00334,Surface habitable,dec-2026,Neuilly-sur-Seine,Saint-James,92,Ile-de-France,T3,Les Allees du Parc,61.1,2.0,0.0,C,665000.0,10884.0
V08031,Surface utile,Libre immediatement,Vitry-sur-Seine,Port-a-l'Anglais,94,Ile-de-France,T3,Le Domaine du Parc,72.2,2.0,1.0,B,309000.0,4280.0
V02691,Surface habitable,Libre immediatement,Paris,Montmartre,75,Ile-de-France,T5,,132.9,3.0,1.0,C,1248000.0,9391.0
V05048,Surface Carrez,Libre immediatement,Creteil,Mont-Mesly,94,Ile-de-France,T4,Les Terrasses du Lac,84.2,3.0,0.0,E,278000.0,3302.0
V01558,Surface Carrez,oct-2029,Paris,Montmartre,75,Ile-de-France,T4,Villa Belvedere,71,3.0,0.0,C,724000.0,10197.0
V07710,Surface Carrez,Libre immediatement,Paris,Vaugirard,75,Ile-de-France,T4,Carre des Acacias,71.3,3.0,0.0,B,748000.0,10491.0
V13835,Surface habitable,Libre immediatement,Montreuil,Bel-Air,93,Ile-de-France,T3,Les Allees des Acacias,77.5,2.0,0.0,D,297000.0,3832.0
V07258,Surface utile,Libre immediatement,Aubervilliers,Fort d'Aubervilliers,93,Ile-de-France,T3,,60.6,1.0,0.0,B,160000.0,2640.0
V02231,Surface utile,Libre immediatement,Montrouge,Portes de Montrouge,92,Ile-de-France,T5,,97.5,3.0,0.0,D,754000.0,7733.0
V05300,Surface Carrez,Libre immediatement,Noisy-le-Grand,Centre-ville,93,Ile-de-France,T4,,103.6,3.0,0.0,C,346000.0,3340.0
V12360,Surface Carrez,Libre immediatement,Paris,Porte de Clignancourt,75,Ile-de-France,T4,,104.2,2.0,2.0,D,608000.0,5835.0
V02297,Surface habitable,Libre immediatement,Paris,Batignolles,75,Ile-de-France,T2,,52.4,1.0,1.0,C,431000.0,8225.0
V02194,Surface Carrez,Libre immediatement,Paris,Vaugirard,75,Ile-de-France,T2,Le Hameau Opale,45,1.0,1.0,E,436000.0,9689.0
V07222,Surface habitable,mars-2028,Paris,Champ-de-Mars,75,Ile-de-France,T4,Residence Opale,116.9,1.0,0.0,A,1611000.0,13781.0
V00154,Surface habitable,Libre immediatement,Ivry-sur-Seine,Ivry-Port,94,Ile-de-France,T3,,58,2.0,1.0,C,268000.0,4621.0
V02327,Surface Carrez,Libre immediatement,Versailles,Montreuil,78,Ile-de-France,T1,Les Terrasses Concorde,33.3,1.0,1.0,C,180000.0,5405.0
V12310,Surface Carrez,Libre immediatement,Cergy,Axe Majeur,95,Ile-de-France,T4,,66.7,2.0,1.0,E,143000.0,2144.0
V09963,Surface Carrez,Libre immediatement,Paris,Bercy,75,Ile-de-France,T5,Villa Saint-Martin,128.8,3.0,1.0,F,1055000.0,8191.0
V12977,Surface Carrez,dec-2027,Boulogne-Billancourt,Parchamp,92,Ile-de-France,T2,Le Domaine des Chenes,43.2,1.0,1.0,A,493000.0,11412.0
V08814,Surface Carrez,mars-2029,Paris,Champ-de-Mars,75,Ile-de-France,T3,Les Terrasses Concorde,63.7,1.0,,C,1146000.0,17991.0
V09663,Surface habitable,Libre immediatement,Issy-les-Moulineaux,Corentin Celton,92,Ile-de-France,T2,,50.9,1.0,2.0,D,428000.0,8409.0
V10203,Surface Carrez,dec-2026,Nanterre,Universite,92,Ile-de-France,T3,Cour des Chenes,85,1.0,2.0,C,508000.0,5976.0
V05524,Surface Carrez,Libre immediatement,Argenteuil,Centre-Ville,95,Ile-de-France,T3,,73.6,2.0,1.0,C,233000.0,3166.0
V00497,Surface Carrez,Libre immediatement,Saint-Germain-en-Laye,Bel-Air,78,Ile-de-France,T4,,77.5,3.0,1.0,A,468000.0,6039.0
V02808,Surface Carrez,Libre immediatement,Montreuil,Bas-Montreuil,93,Ile-de-France,T5,Esprit Bellevue,151.4,3.0,0.0,C,586000.0,3871.0
V13639,Surface Carrez,Libre immediatement,Montreuil,Bas-Montreuil,93,Ile-de-France,T2,,32.5,1.0,1.0,C,148000.0,4554.0
V04278,Surface Carrez,janv-2027,Paris,La Muette,75,Ile-de-France,T2,Villa Bellevue,35.1,1.0,2.0,A,516000.0,14701.0
V14068,Surface utile,Libre immediatement,Paris,Saint-Germain-des-Pres,75,Ile-de-France,T2,,34.3,1.0,2.0,E,422000.0,12303.0
V10905,Surface Carrez,Libre immediatement,Massy,Atlantis,91,Ile-de-France,Maison 4 pieces,Esprit Horizon,105.3,2.0,1.0,C,335000.0,3181.0
V10322,Surface utile,Libre immediatement,Issy-les-Moulineaux,Val de Seine,92,Ile-de-France,T5,Carre des Chenes,107.8,3.0,2.0,E,863000.0,8006.0
V11182,Surface Carrez,Libre immediatement,Paris,Saint-Germain-des-Pres,75,Ile-de-France,T2,,54.2,1.0,1.0,E,754000.0,13911.0
V02991,Surface Carrez,Libre immediatement,Paris,Saint-Germain-des-Pres,75,Ile-de-France,T4,,88.7,1.0,0.0,F,1233000.0,13901.0
V14443,Surface Carrez,Libre immediatement,Versailles,Saint-Louis,78,Ile-de-France,T4,Residence Montaigne,75.7,3.0,1.0,B,599000.0,7913.0
V10607,Surface utile,Libre immediatement,Boulogne-Billancourt,Centre-Ville,92,Ile-de-France,T3,Les Jardins Horizon,63.9,2.0,1.0,C,542000.0,8482.0
V07876,Surface Carrez,Libre immediatement,Paris,Vaugirard,75,Ile-de-France,T5,Le Clos d'Argent,121.6,3.0,0.0,,1078000.0,8865.0
V04304,Surface habitable,Libre immediatement,Paris,Batignolles,75,Ile-de-France,T2,Le Domaine Voltaire,59.7,1.0,0.0,E,463000.0,7755.0
V05738,Surface Carrez,Libre immediatement,Paris,Bercy,75,Ile-de-France,T4,,84.1,3.0,0.0,C,656000.0,7800.0
V02667,Surface Carrez,Libre immediatement,Neuilly-sur-Seine,Saint-James,92,Ile-de-France,T3,Les Terrasses du Lac,62.9,2.0,1.0,C,686000.0,10906.0
V00009,Surface au sol,Libre immediatement,Montreuil,Ruffins,93,Ile-de-France,Maison 3 pieces,Les Terrasses des Chenes,52.4,1.0,0.0,D,121000.0,2309.0
V04206,Surface Carrez,avr-2027,Paris,Champ-de-Mars,75,Ile-de-France,T3,Le Domaine Bellevue,85.2,2.0,2.0,B,1228000.0,14413.0
V00453,Surface habitable,Libre immediatement,Issy-les-Moulineaux,Corentin Celton,92,Ile-de-France,T4,Villa des Acacias,85.5,3.0,1.0,C,496000.0,5801.0
V03242,Surface Carrez,Libre immediatement,Ivry-sur-Seine,Ivry-Port,94,Ile-de-France,T5,,151.3,3.0,1.0,C,599000.0,3959.0
V12097,Surface Carrez,oct-2028,Paris,Le Marais,75,Ile-de-France,T4,Le Parc Horizon,97.7,2.0,1.0,B,1439000.0,14729.0
V11506,Surface Carrez,Libre immediatement,Paris,Gobelins,75,Ile-de-France,T5,Carre Riviera,101.8,3.0,0.0,C,1040000.0,10216.0
V12572,Surface Carrez,Libre immediatement,Montrouge,Centre,92,Ile-de-France,T2,Les Allees Belvedere,47.8,1.0,0.0,D,353000.0,7385.0
V01020,Surface Carrez,Libre immediatement,Melun,Saint-Aspais,77,Ile-de-France,T2,,56,1.0,2.0,G,120000.0,2143.0
V06293,Surface Carrez,Libre immediatement,Bobigny,Pont de Bondy,93,Ile-de-France,T2,Cour Horizon,44.2,1.0,1.0,C,155000.0,3507.0
V01807,Surface Carrez,Libre immediatement,Saint-Denis,Grand Centre,93,Ile-de-France,T4,,89.2,3.0,,D,267000.0,2993.0
V03900,Surface Carrez,Libre immediatement,Saint-Germain-en-Laye,Bel-Air,78,Ile-de-France,T4,Les Terrasses Verte,95.6,2.0,0.0,D,513000.0,5366.0
V06422,Surface Carrez,nov-2028,Melun,Centre-Ville,77,Ile-de-France,T2,Les Jardins du Lac,36.6,1.0,0.0,C,137000.0,3743.0
V07790,Surface habitable,mars-2027,Montreuil,Ruffins,93,Ile-de-France,T1,Le Clos Belvedere,26.9,1.0,0.0,C,151000.0,5613.0
V06706,Surface habitable,Libre immediatement,Paris,La Muette,75,Ile-de-France,T3,Residence d'Argent,59.6,1.0,0.0,D,684000.0,11477.0
V05347,Surface habitable,Libre immediatement,Vincennes,Bois de Vincennes,94,Ile-de-France,T5,Le Hameau Bellevue,102.7,3.0,0.0,D,874000.0,8510.0
V11082,Surface au sol,Libre immediatement,Argenteuil,Orgemont,95,Ile-de-France,Maison 4 pieces,Villa Saint-Martin,77.6,2.0,1.0,F,157000.0,2023.0
V07755,Surface Carrez,Libre immediatement,Paris,Saint-Germain-des-Pres,75,Ile-de-France,T3,Le Parc Saint-Martin,51.2,2.0,2.0,D,719000.0,14043.0
V08278,Surface Carrez,Libre immediatement,Paris,Porte de Clignancourt,75,Ile-de-France,T4,,100.3,3.0,3.0,D,668000.0,6660.0
V00750,Surface utile,Libre immediatement,Paris,Champ-de-Mars,75,Ile-de-France,T3,Carre d'Argent,69.4,1.0,2.0,E,968000.0,13948.0
V00329,Surface Carrez,Libre immediatement,Boulogne-Billancourt,Centre-Ville,92,Ile-de-France,T4,,93.6,2.0,0.0,D,724000.0,7735.0
V08154,Surface Carrez,avr-2027,Paris,Batignolles,75,Ile-de-France,T3,Cour Riviera,65.3,1.0,1.0,C,659000.0,10092.0
V14065,Surface Carrez,Libre immediatement,Paris,Batignolles,75,Ile-de-France,T3,Les Jardins des Acacias,59.9,2.0,0.0,D,760000.0,12688.0
V02831,Surface Carrez,Libre immediatement,Meaux,Centre-Ville,77,Ile-de-France,T2,Le Clos du Parc,40.7,1.0,0.0,E,98000.0,2408.0
V08430,Surface Carrez,Libre immediatement,Noisy-le-Grand,Butte Verte,93,Ile-de-France,T3,,67.1,2.0,2.0,C,263000.0,3920.0
V08352,Surface Carrez,Libre immediatement,Paris,Le Marais,75,Ile-de-France,T4,,81.2,3.0,0.0,A,1105000.0,13608.0
V11322,Surface habitable,Libre immediatement,Paris,Batignolles,75,Ile-de-France,T2,,43.5,1.0,0.0,D,406000.0,9333.0
V02375,Surface Carrez,Libre immediatement,Antony,Centre-Ville,92,Ile-de-France,T4,,117.8,1.0,1.0,D,648000.0,5501.0
V02855,Surface habitable,Libre immediatement,Saint-Germain-en-Laye,Hopital,78,Ile-de-France,Maison 4 pieces,,99,1.0,0.0,B,516000.0,5212.0
V03511,Surface Carrez,Libre immediatement,Paris,Vaugirard,75,Ile-de-France,T2,Carre Opale,59.5,1.0,2.0,E,622000.0,10454.0
V13543,Surface habitable,Libre immediatement,Melun,Almont,77,Ile-de-France,T4,Les Allees des Acacias,70.1,3.0,2.0,D,170000.0,2425.0
V12946,Surface Carrez,Libre immediatement,Paris,Bercy,75,Ile-de-France,T3,Residence Horizon,72.4,2.0,1.0,F,547000.0,7555.0
V08945,Surface Carrez,Libre immediatement,Argenteuil,Centre-Ville,95,Ile-de-France,T4,Les Jardins des Lilas,91.1,1.0,3.0,D,305000.0,3348.0
V09122,Surface utile,Libre immediatement,Levallois-Perret,Centre,92,Ile-de-France,T6,,183.3,3.0,0.0,C,1893000.0,10327.0
V05964,Surface Carrez,Libre immediatement,Paris,Porte de Clignancourt,75,Ile-de-France,T2,Les Allees Concorde,51.8,1.0,0.0,C,290000.0,5598.0
V03823,Surface Carrez,Libre immediatement,Boulogne-Billancourt,Centre-Ville,92,Ile-de-France,T4,Le Domaine Bellevue,81 - 103,2.0,1.0,D,623000.0,
V07079,Surface Carrez,Libre immediatement,Nanterre,Petit-Nanterre,92,Ile-de-France,T2,Esprit Horizon,53.6,1.0,1.0,D,283000.0,5280.0
V09038,Surface Carrez,Libre immediatement,Vitry-sur-Seine,Moulin-Vert,94,Ile-de-France,T3,,73.3,2.0,0.0,E,229000.0,3124.0
V07788,Surface utile,Libre immediatement,Paris,Porte de Clignancourt,75,Ile-de-France,T3,,77.7,1.0,1.0,E,557000.0,7169.0
V04875,Surface Carrez,Libre immediatement,Trappes,Plaine de Neauphle,78,Ile-de-France,T3,,65.4,2.0,0.0,D,186000.0,2844.0
V05027,Surface Carrez,aout-2027,Paris,Montmartre,75,Ile-de-France,T1,Le Domaine Verte,34.4,1.0,0.0,A,383000.0,11134.0
V11980,Surface Carrez,Libre immediatement,Neuilly-sur-Seine,Bagatelle,92,Ile-de-France,Maison 5 pieces,,106.7,4.0,0.0,D,965000.0,9044.0
V03562,Surface utile,Libre immediatement,Saint-Germain-en-Laye,Hopital,78,Ile-de-France,T4,,101.5,1.0,0.0,E,557000.0,5488.0
V05482,Surface Carrez,Libre immediatement,Vincennes,Domaine du Bois,94,Ile-de-France,T3,,66.7,2.0,1.0,C,548000.0,8216.0
V10621,Surface Carrez,Libre immediatement,Paris,Porte de Clignancourt,75,Ile-de-France,T2,Carre Voltaire,42.9,1.0,2.0,D,319000.0,7436.0
V09023,Surface au sol,Libre immediatement,Paris,Porte de Clignancourt,75,Ile-de-France,Maison 4 pieces,Le Parc des Chenes,76.5,2.0,2.0,B,315000.0,4118.0
V07721,Surface habitable,Libre immediatement,Versailles,Notre-Dame,78,Ile-de-France,T2,Les Jardins Belvedere,39,1.0,2.0,G,223000.0,5718.0
V06303,Surface Carrez,Libre immediatement,Ivry-sur-Seine,Ivry-Port,94,Ile-de-France,T5,Residence d'Argent,113.8,3.0,2.0,D,491000.0,4315.0
V11438,Surface Carrez,Libre immediatement,Ivry-sur-Seine,Petit-Ivry,94,Ile-de-France,T1,Le Parc du Lac,28.7,1.0,0.0,D,152000.0,5296.0
V11563,Surface Carrez,Libre immediatement,Argenteuil,Coteaux,95,Ile-de-France,T3,Le Domaine Beausejour,77.9,2.0,,E,203000.0,2606.0
V10362,Surface utile,Libre immediatement,Paris,Buttes-Chaumont,75,Ile-de-France,T2,Les Jardins Bellevue,54.3,1.0,1.0,E,410000.0,7551.0
V10135,Surface habitable,Libre immediatement,Paris,Belleville,75,Ile-de-France,T2,Le Parc des Acacias,55.6,1.0,,D,278000.0,5000.0
V05833,Surface Carrez,Libre immediatement,Boulogne-Billancourt,Rives de Seine,92,Ile-de-France,T2,,48.1,1.0,0.0,D,442000.0,9189.0
V07923,Surface Carrez,Libre immediatement,Aubervilliers,Villette-Quatre-Chemins,93,Ile-de-France,T2,Les Terrasses Montaigne,31.1,1.0,1.0,E,111000.0,3569.0
V12194,Surface Carrez,Libre immediatement,Montrouge,Portes de Montrouge,92,Ile-de-France,T4,Esprit Symphonie,76.8,3.0,1.0,C,528000.0,6875.0
V01734,Surface utile,Libre immediatement,Creteil,Mont-Mesly,94,Ile-de-France,T4,Les Jardins des Lilas,96.2,3.0,0.0,D,308000.0,3202.0
V08892,Surface Carrez,Libre immediatement,Ivry-sur-Seine,Ivry-Port,94,Ile-de-France,T1,Le Domaine Riviera,22.6,1.0,1.0,E,107000.0,4735.0
V09855,Surface habitable,Libre immediatement,Paris,Champ-de-Mars,75,Ile-de-France,T2,,44.8,1.0,0.0,C,552000.0,12321.0
V11836,Surface habitable,Libre immediatement,Montreuil,Croix de Chavaux,93,Ile-de-France,T3,Carre des Acacias,80.7,2.0,1.0,C,392000.0,4857.0
V07273,Surface Carrez,Libre immediatement,Aubervilliers,Fort d'Aubervilliers,93,Ile-de-France,T3,Le Clos des Acacias,47.7,2.0,0.0,D,166000.0,3480.0
V10942,Surface Carrez,Libre immediatement,Paris,Vaugirard,75,Ile-de-France,T2,Villa Opale,43.6,1.0,2.0,G,260000.0,5963.0
V00719,Surface utile,Libre immediatement,Paris,La Muette,75,Ile-de-France,T4,Villa Concorde,106.6,3.0,2.0,C,1254000.0,11764.0
V13761,Surface Carrez,Libre immediatement,Paris,Batignolles,75,Ile-de-France,T3,,70.5,2.0,1.0,D,723000.0,10255.0
V06783,Surface Carrez,Libre immediatement,Levallois-Perret,Front de Seine,92,Ile-de-France,T1,Esprit des Chenes,21.9,1.0,1.0,E,183000.0,8356.0
V03876,Surface Carrez,sept-2027,Paris,Batignolles,75,Ile-de-France,T3,Les Allees Bellevue,69.5,1.0,1.0,C,702000.0,10101.0
V06432,Surface Carrez,Libre immediatement,Evry-Courcouronnes,Le Canal,91,Ile-de-France,T4,Les Jardins Concorde,94.7,2.0,1.0,C,274000.0,2893.0
V12262,Surface Carrez,Libre immediatement,Montreuil,Bel-Air,93,Ile-de-France,T2,Le Hameau du Parc,37.7,1.0,2.0,D,181000.0,4801.0
V09593,Surface Carrez,Libre immediatement,Montreuil,Mairie,93,Ile-de-France,T1,,35,1.0,0.0,D,133000.0,3800.0
V06605,Surface habitable,Libre immediatement,Levallois-Perret,Collange,92,Ile-de-France,T2,Villa du Lac,40.9,1.0,0.0,D,361000.0,8826.0
V02696,Surface Carrez,Libre immediatement,Paris,Belleville,75,Ile-de-France,T3,Les Terrasses Saint-Martin,62.1,2.0,1.0,C,426000.0,6860.0
V14338,Surface utile,dec-2028,Ivry-sur-Seine,Centre-Ville,94,Ile-de-France,T3,Esprit du Parc,71.5,2.0,0.0,B,387000.0,5413.0
